ts,alpha,beta,gamma
1698924422382.0,63,676,231
1698924423182.0,75,690,237
1698924423268.0,-77,606,254
1698924423347.0,-53,612,256
1698924423430.0,-66,614,264
1698924423507.0,-69,605,263
1698924423587.0,-62,599,256
1698924423667.0,-61,597,261
1698924423748.0,-66,602,258
1698924423827.0,-74,600,256
1698924423907.0,-74,617,250
1698924423988.0,-68,617,269
1698924424067.0,-55,610,263
1698924424147.0,-65,607,257
1698924424227.0,-69,612,254
1698924424308.0,-76,608,261
1698924424387.0,-71,613,261
1698924424471.0,-60,613,267
1698924424548.0,-74,611,261
1698924424627.0,-70,614,259
1698924424710.0,-61,614,265
1698924424787.0,-71,614,265
1698924424870.0,-71,607,262
1698924424948.0,-70,607,263
1698924425027.0,-61,617,277
1698924425107.0,-69,626,265
1698924425187.0,-69,630,273
1698924425270.0,-71,652,280
1698924425347.0,-69,666,298
1698924425427.0,-67,670,300
1698924425507.0,-65,683,307
1698924425587.0,-64,676,310
1698924425667.0,-73,667,298
1698924425747.0,-54,668,298
1698924425827.0,-52,683,293
1698924425907.0,-35,693,279
1698924425987.0,-16,694,277
1698924426067.0,7,698,263
1698924426148.0,12,685,247
1698924426227.0,22,675,255
1698924426309.0,29,681,246
1698924426387.0,16,654,255
1698924426467.0,6,654,242
1698924426549.0,4,628,248
1698924426627.0,-6,615,242
1698924426709.0,-11,624,242
1698924426787.0,-22,626,250
1698924426867.0,-20,640,251
1698924426947.0,-24,633,241
1698924427027.0,-31,626,255
1698924427109.0,-21,630,248
1698924427187.0,-27,638,257
1698924427267.0,-17,630,262
1698924427347.0,-19,633,247
1698924427427.0,-15,641,251
1698924427508.0,-24,644,247
1698924427587.0,-20,643,238
1698924427667.0,-4,647,246
1698924427747.0,-23,653,258
1698924427827.0,0,654,252
1698924427907.0,-21,653,263
1698924427988.0,-39,643,249
1698924428068.0,-38,654,273
1698924428149.0,-24,643,259
1698924428227.0,-19,640,254
1698924428307.0,-25,647,257
1698924428389.0,-11,631,251
1698924428467.0,-31,646,252
1698924428549.0,-11,641,261
1698924428626.0,-24,636,254
1698924428706.0,-22,645,260
1698924428787.0,-13,651,249
1698924428866.0,-19,660,255
1698924428949.0,-25,660,256
1698924429027.0,-13,648,252
1698924429106.0,-3,639,256
1698924429186.0,-10,641,249
1698924429267.0,-22,646,263
1698924429346.0,-13,646,256
1698924429426.0,-6,630,255
1698924429507.0,-10,658,256
1698924429586.0,-10,653,261
1698924429666.0,-16,651,275
1698924429747.0,-29,656,267
1698924429827.0,-15,660,266
1698924429906.0,-19,638,263
1698924429989.0,-3,665,277
1698924430066.0,-5,662,263
1698924430146.0,-13,661,261
1698924430229.0,-20,647,258
1698924430306.0,-12,653,260
1698924430389.0,-23,655,272
1698924430466.0,-23,659,264
1698924430546.0,-12,655,268
1698924430626.0,-22,660,265
1698924430706.0,-17,660,271
1698924430789.0,-13,652,268
1698924430866.0,-16,659,265
1698924430947.0,-13,668,272
1698924431026.0,-1,660,273
1698924431106.0,-6,667,277
1698924431186.0,-1,666,269
1698924431266.0,3,660,266
1698924431346.0,5,660,271
1698924431426.0,4,677,252
1698924431506.0,12,663,261
1698924431586.0,14,657,262
1698924431667.0,3,661,254
1698924431746.0,28,642,255
1698924431828.0,15,633,241
1698924431906.0,34,627,246
1698924431986.0,33,620,235
1698924432068.0,46,605,231
1698924432146.0,68,601,229
1698924432228.0,75,585,206
1698924432306.0,104,579,213
1698924432386.0,120,568,209
1698924432466.0,125,576,207
1698924432546.0,144,561,209
1698924432629.0,164,569,210
1698924432706.0,194,572,206
1698924432786.0,194,583,211
1698924432866.0,213,594,214
1698924432946.0,209,616,224
1698924433026.0,232,636,231
1698924433106.0,237,640,232
1698924433186.0,249,659,222
1698924433266.0,269,677,252
1698924433346.0,263,686,251
1698924433427.0,275,697,255
1698924433507.0,272,698,262
1698924433586.0,277,700,258
1698924433668.0,273,714,262
1698924433746.0,280,712,274
1698924433826.0,265,716,269
1698924433908.0,258,719,273
1698924433986.0,266,726,276
1698924434068.0,268,728,275
1698924434146.0,263,728,273
1698924434226.0,257,727,283
1698924434306.0,264,745,280
1698924434385.0,263,731,276
1698924434468.0,272,725,276
1698924434546.0,270,727,286
1698924434625.0,271,724,275
1698924434705.0,271,738,277
1698924434786.0,284,740,285
1698924434865.0,268,748,290
1698924434945.0,260,737,286
1698924435026.0,262,750,290
1698924435105.0,263,742,289
1698924435185.0,271,738,287
1698924435266.0,272,738,288
1698924435346.0,278,733,282
1698924435425.0,288,733,281
1698924435508.0,281,739,285
1698924435585.0,277,738,287
1698924435665.0,278,738,277
1698924435748.0,285,731,284
1698924435825.0,270,740,288
1698924435908.0,268,748,289
1698924435985.0,264,742,283
1698924436065.0,272,752,290
1698924436145.0,270,750,289
1698924436226.0,271,748,279
1698924436309.0,285,753,290
1698924436385.0,268,753,288
1698924436466.0,265,740,285
1698924436545.0,276,739,288
1698924436625.0,266,746,286
1698924436705.0,266,743,299
1698924436785.0,263,756,297
1698924436865.0,267,755,298
1698924436945.0,266,753,290
1698924437025.0,273,744,283
1698924437105.0,267,755,291
1698924437186.0,279,748,286
1698924437266.0,280,759,289
1698924437348.0,268,743,293
1698924437425.0,277,753,293
1698924437505.0,278,748,300
1698924437587.0,282,752,297
1698924437665.0,277,751,297
1698924437748.0,289,752,292
1698924437825.0,284,748,297
1698924437905.0,270,760,300
1698924437985.0,265,750,303
1698924438065.0,276,773,290
1698924438148.0,284,745,289
1698924438225.0,284,756,298
1698924438305.0,278,754,285
1698924438385.0,286,764,286
1698924438465.0,287,745,282
1698924438545.0,291,735,278
1698924438625.0,294,731,291
1698924438705.0,299,735,275
1698924438785.0,293,718,273
1698924438865.0,301,732,281
1698924438945.0,299,713,275
1698924439025.0,311,713,259
1698924439105.0,303,688,251
1698924439187.0,290,681,238
1698924439265.0,282,664,229
1698924439345.0,270,643,216
1698924439427.0,234,626,208
1698924439505.0,209,611,201
1698924439588.0,174,594,197
1698924439665.0,158,584,202
1698924439745.0,137,589,199
1698924439825.0,111,573,213
1698924439905.0,84,594,208
1698924439987.0,69,596,215
1698924440065.0,54,600,215
1698924440145.0,55,608,224
1698924440225.0,42,605,211
1698924440305.0,35,605,217
1698924440384.0,29,614,215
1698924440464.0,11,624,235
1698924440545.0,4,637,241
1698924440624.0,0,638,253
1698924440704.0,-12,649,240
1698924440785.0,0,656,252
1698924440865.0,-5,638,237
1698924440944.0,17,646,242
1698924441027.0,-1,656,241
1698924441104.0,3,651,242
1698924441184.0,27,657,238
1698924441267.0,26,648,239
1698924441344.0,40,660,239
1698924441427.0,44,642,230
1698924441505.0,38,648,232
1698924441584.0,30,658,236
1698924441664.0,40,661,234
1698924441745.0,26,655,247
1698924441827.0,9,662,248
1698924441904.0,-19,653,247
1698924441984.0,-21,643,252
1698924442064.0,-22,645,260
1698924442144.0,-38,633,266
1698924442224.0,-36,619,255
1698924442304.0,-59,626,252
1698924442384.0,-56,606,261
1698924442464.0,-63,613,258
1698924442544.0,-70,606,267
1698924442624.0,-76,624,263
1698924442705.0,-60,614,252
1698924442784.0,-69,609,255
1698924442867.0,-49,633,250
1698924442944.0,-54,639,262
1698924443024.0,-43,641,266
1698924443107.0,-36,650,264
1698924443184.0,-36,673,267
1698924443267.0,-26,670,261
1698924443344.0,-23,672,267
1698924443424.0,-25,673,263
1698924443504.0,-28,668,250
1698924443584.0,-26,672,262
1698924443667.0,-21,681,258
1698924443744.0,-21,681,257
